"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"10/11/2016","2016-013125MIS","Misc. Permits-REF (MIS)","343 Sansome Street - T-Mobile Right-of-Way WTS Facility","Closed - Approved","Wireless - Installation and operation of wireless equipment and antennas for T-Mobile on Existing SFPUC Steel Light Pole.",,
"10/11/2016","2016-013127ENF","Enforcement (ENF)","1385 Hampshire Street","Closed - No Violation","renter at 1385 Hampshire is renting out his backyard allowing people to live in tents in backyard",,
"10/11/2016","2016-013129ENF","Enforcement (ENF)","16 Prague","Under Review","putting in a driveway without any posted permit - currently they are digging up the sidewalk and there are utility covers in the area; cutting the curb as well",,
"10/11/2016","2016-013130MIS","Misc. Permits-REF (MIS)","555 Montgomery Street - Extenet for Verizon","Closed - Approved","Wireless - Installation and operation of wireless equipment and antennas for Verizon Wireless on Existing SFMTA Steel Light Pole.",,
"10/11/2016","2016-013131PRL","Project Light (PRL)","674 43RD AVE","Closed","Replace total (20) windows. Front (5) windows casements and fixed to wood-aluminum clad with true divided grids to match existing. Back non-visible windows vinyl frames. Same size and location. U Factor max 0.32.",,
"10/11/2016","2016-013132PRL","Project Light (PRL)","260 -262 - 6th Ave","Closed","GARAGE LEVEL RETROFIT, CHANGE STORAGE TO NEW MASTER SUITE, BUILD NEW STAIRS TO MASTER SUITE, ELECTRICAL, PLUMBING201611283549 - Interior work at 2nd and 3rd floors; add 1/2 bath to each level; convert living room to bedroom. No work at attic level.",,
"10/11/2016","2016-013133ENF","Enforcement (ENF)","50 Clement Street","Closed - No Violation","Restaurant Eats has a delivery truck service (Cysco) that makes deliveries throughout the week and comes at 1 am, 2 am 3am and 4 am, driver is making a lot of noise when open the doors using the ramp and also makes noise when throwing boxes and the driver does not even use the main road Arguello as the route to the restaurant, it comes up 2nd Ave and the rumbling of the Truck as it goes over",,
"10/11/2016","2016-013134ENF","Enforcement (ENF)","75 Miramar Ave","Closed - Abated","property owner replaced grass in front of there house with concrete",,
"10/11/2016","2016-013137EEC","Categorical Exemption (EEC)","49 Sussex Street","Open","Demolition of an existing 1-story storage shed. Construction of a new 4-story single family home.",,
"10/11/2016","2016-013137ENV","Environmental (ENV)","49 Sussex Street","Submitted","Demolition of an existing 1-story storage shed. Construction of a new 4-story single family home.",,
"10/11/2016","2016-013137PRJ","Project Profile (PRJ)","49 Sussex Street","Application Accepted","Demolition of an existing 1-story storage shed. Construction of a new 4-story single family home.",,
"10/11/2016","2016-013138PRJ","Project Profile (PRJ)","1125 UNION ST","Closed","ADDITION OF TWO NEW UNITS ON FIRST FLOOR PERORDINANCE NO. 30-15. (N) UNIT #7= 434.6 SQ FT. ONE BEDROOM, ONE BATHROOM,KITCHEN, LIVING ROOM. (N) UNIT #8= 361 SQ FT. ONE BEDROOM, ONE BATHROOM, ONE OFFICE, ONE KITCHEN, ONE LIVING ROOM. SEISMIC APPLICATION (BPA #2016.07.05.1577) ** MAHER: N/A **",,
"10/11/2016","2016-013142PRL","Project Light (PRL)","3065 JACKSON ST","Closed","Repair damaged architectural detail under second floor window balcony, above main entry, front façade in-kind.",,
"10/11/2016","2016-013144PRL","Project Light (PRL)","2516 23RD AVE","Closed","Voluntary retrofit of chimney, remove (e) bricks at chimney from top to shoulder, install metal studs (chase) in similar fashion to (e) chimney above chimney shoulder, install a class-a metalbestos chimney system, rebuild (e) firebox sides and back wall in-kind.",,
"10/11/2016","2016-013145PRJ","Project Profile (PRJ)","652 HAYES ST","Closed","REPLACE RETAINING WALLS IN REAR YARD, REPLACE FENCE, DEMOLISH SLAB & LOWER 24"". NEW FOOTINGS, NEW CONDITIONED BASEMENT WITH 2 NEW BATHS, FAMILY ROOM, LAUNDRY ROOM, MECH. ROOM & STAIRS TO CONNECT FLOOR IN UNIT. MAIN FLOOR: NEW STUDY ROOM, NEW CLOSET, UPDATE LIGHTING, NEW FIREPLACE BUILT-INS.",,
"10/11/2016","2016-013146PRL","Project Light (PRL)","1201 Green St","Closed","MANDATORY SOFT STORY RETROFIT PER SFBC 2013 ORDINANCE 66-13, 2012 I.E.B.C., APPENDIX A-4 (RESIDENTIAL)-correction Planning review not required.",,
"10/11/2016","2016-013147PRL","Project Light (PRL)","1201 Green St","Closed","MANDATORY SOFT STORY RETROFIT PER SFBC 2013 ORDINANCE 66-13, 2012 I.E.B.C., APPENDIX A-4 (COMMERCIAL)",,
"10/11/2016","2016-013148PRJ","Project Profile (PRJ)","49 SUSSEX ST","Application Accepted","ERECT 4 STORIES, TYPE V, SINGLE FAMILY RESIDENCE.",,
"10/11/2016","2016-013149PRJ","Project Profile (PRJ)","1919 UNION ST","Under Review","REVISIONS TO (E) PERMIT #2016-0622-0627. SHOW ORIGINAL & EXISTING NON-CONFORMING ROOF CONDITIONS ALONG WITH PROPOSED ROOF DECK, ACCOMPANYING STAIRS & GLASS WINDSCREEN. COMPLAINT #201608552.",,
"10/11/2016","2016-013150PRL","Project Light (PRL)","541 21ST AVE","Closed","Convert the (E) ground floor to child care (14 or less people).",,
"10/11/2016","2016-013151PRJ","Project Profile (PRJ)","1983 JEFFERSON ST","Under Review","HORIZONTAL ADDITION OF MASTER SUITE BEHIND (E) PENTHOUSE & ROOF DECK. PRIVATE OWNERSHIP OF TOP FLOOR CONDO. ADDITION WILL INCLUDE BEDROOM & BATH & 2 DECK LEVELS.",,
"10/11/2016","2016-013152PRL","Project Light (PRL)","101 LUNDYS LN","Closed","Repair some concrete stairs in front of the house. Repair dry wood on the patio wall and floors and the subfloors.",,
"10/11/2016","2016-013153PRJ","Project Profile (PRJ)","3734 JUDAH ST","Under Review","TO CORRECT COMPLAINT #201519891 WORK ON G/F, MODIFIED WALLS PER PLAN, REMODEL BATHROOM, NEW SHEETROCK, REPLACE 2 WINDOWS IN REAR, NEW STRUCTURAL BEAM POST, NEW FOOTINGS, CHANGE DOOR ON 2/F, CORRECT 2 UNITS TO 3 UNITS.",,
"10/11/2016","2016-013154PRJ","Project Profile (PRJ)","207 06TH AVE","Under Review","CONVERT (E) ROOF SURFACE INTO ROOF DECK @ ATTIC LEVEL PER PLAN.",,
"10/11/2016","2016-013155PRJ","Project Profile (PRJ)","107 17TH AVE","Closed","ADD SECOND DWELLING UNIT AT THE 1ST (GROUND) FLOOR. RECESS EXISTING GARAGE DOOR OPENING TO ACCOMODATE ENTRANCE TO SECOND DWELLING UNIT, REAR AND SIDE FACADE MODIFICATIONS, INTERIOR MODIFICATIONS ON 1ST (GROUND) FLOOR PER PLANS.",,
"10/11/2016","2016-013156SRV","Preservation Survey (SRV)","Citywide survey","Under Review","Citywide survey",,
"10/11/2016","2016-013184PPA","Preliminary Project Assessment (PPA)","973 MISSION ST","Closed - Informational","This project consists of building out a currently open (warm shell) space of approximately 16,300 sq.ft. to configure it for use by Proof School, a small non-profit private school. The spaces to be constructed include classrooms, offices, small meeting rooms, an assembly space, an area for serving lunch (but no food prep on site) and open break-out areas for individual student work and other activity. The space will accommodate around 120 students at full capacity.The PPA was submitted on 10/11/16 and the 90 day deadline is 1/9/17.",,
"10/11/2016","2016-013312PPA","Preliminary Project Assessment (PPA)","542-550 Howard Street (Transbay Parcel F)","Closed - Informational","The Project consists of a 64-story approximately 800-foot tall mixed-use tower with 13 hotel floors containing approximately 250 guest rooms, 16 floors of office, 27 residential floors containing 200 units, 2 mechanical floors, 6 floors of shared amenity space, and a 4-level subterranean garage accessed from Natoma Street via car elevators.  See attached Project Description for additional details.The PPA was submitted on 10/11/16 and the 90 day deadline is 1/9/17.",,
"10/11/2016","2016-013720GEN","Generic (GEN)","1301A Revere - 1988.419","Under Review","Record Request",,
"10/11/2016","2016-013827ENV","Environmental (ENV)","SFMTA ISCOTT 1395th meeting on 10/13/2016","Closed - CEQA Clearance Issued","Categorical exemption for minor alterations to existing facilities, non-physical changes, and other minor changes. Authority delegated to designated SFMTA staff per SFMTA/Planning MOU.o Approval Action: ISCOTT Committeeo Approval Action Date: 10/13/2016",,
"10/11/2016","2016-016398GEN","Generic (GEN)","222 Sutter","Open","Record Request",,
"10/07/2016","2016-003994ENV","Environmental (ENV)","55 BELCHER ST","On Hold","Proposed new construction of a 4-story building with 25 residential units ( 4 studio units 6 one-bedroom units, 14 two-bedroom units & a shared open space at roof)The PPA was submitted on 3/23/16 and the 90 day deadline is 6/21/16.",,
"10/07/2016","2016-003994PRJ","Project Profile (PRJ)","55 BELCHER ST","Open","Proposed new construction of a 4-story building with 25 residential units ( 4 studio units 6 one-bedroom units, 14 two-bedroom units & a shared open space at roof)The PPA was submitted on 3/23/16 and the 90 day deadline is 6/21/16.",,
"10/07/2016","2016-005596ENV","Environmental (ENV)","953-955 FOLSOM ST","Under Review","Proposed new construction of a nine-story building with one commercial space, 18 residential units & one shared open spaces.The PPA was submitted on 4/25/16 and the 90 day deadline is 7/24/16.",,
"10/07/2016","2016-005596PRJ","Project Profile (PRJ)","953-955 FOLSOM ST","Under Review","Proposed new construction of a nine-story building with one commercial space, 18 residential units & one shared open spaces.The PPA was submitted on 4/25/16 and the 90 day deadline is 7/24/16.",,
"10/07/2016","2016-009538PRJ","Project Profile (PRJ)","905 FOLSOM STREET","Application Accepted","DEMOLISH 1-STORY GAS STATION & RETAIL BUILDING; NEW CONSTRUCTION OF 8-STORY RESIDENTIAL BUILDING WITH 9 DWELLING UNITS (ALSO KNOWN AS 300V 5TH STREET)",,
"10/07/2016","2016-010294COA","Certificate of Appropriateness (COA)","1088 SANSOME ST","Under Review","Administrative Certificate of Appropriateness: Replacement of existing windows at Penthouse area.",,
"10/07/2016","2016-012920EEC","Categorical Exemption (EEC)","11 Bennington Street","Closed - CEQA Clearance Issued","Vertical rear addition to an existing 2-story single family home. Interior renovations and additions. Facade modifications.",,
"10/07/2016","2016-012920ENV","Environmental (ENV)","11 Bennington Street","Closed - CEQA Clearance Issued","Vertical rear addition to an existing 2-story single family home. Interior renovations and additions. Facade modifications.",,
"10/07/2016","2016-012920PRJ","Project Profile (PRJ)","11 Bennington Street","Open","Vertical rear addition to an existing 2-story single family home. Interior renovations and additions. Facade modifications.",,
"10/07/2016","2016-012941EEC","Categorical Exemption (EEC)","714 Rhode Island Street","Open","Demolition of an existing 2-story single family home. Construction of a new 3-story 2-unit dwelling.",,
"10/07/2016","2016-012941ENV","Environmental (ENV)","714 Rhode Island Street","Closed - CEQA Clearance Issued","Demolition of an existing 2-story single family home. Construction of a new 3-story 2-unit dwelling.",,
"10/07/2016","2016-012941PRJ","Project Profile (PRJ)","714 Rhode Island Street","Application Accepted","Demolition of an existing 2-story single family home.  New construction of a  6-story, 2-unit dwelling.",,
"10/07/2016","2016-012963EEC","Categorical Exemption (EEC)","463 Joost Avenue","Open","TBD",,
"10/07/2016","2016-012963ENV","Environmental (ENV)","463 Joost Avenue","Submitted","TBD",,
"10/07/2016","2016-012974PRL","Project Light (PRL)","4348 23rd Street","Closed","revisions to (E) P.A. #2015-1014-9692 to reflect existing as-built conditions. Add new required stair to rear yard. Reduce number of skylights and modify interior partitions and side and rear windows.",,
"10/07/2016","2016-012975PRL","Project Light (PRL)","617A Broderick","Closed","Renovation of an existing unit in an R2 building. Scope includes an interior remodel of an existing kitchen, existing bathroom, added new bathroom, three new dormers, and new finishes. New electrical and plumbing work included.",,
"10/07/2016","2016-012976PRL","Project Light (PRL)","1346 35th Ave","Closed","Existing non-bearing wall to be removed. Convert back to original. All work at ground floor. Legalize bathroom at ground floor, legalize storage room.",,
"10/07/2016","2016-012978ZAD","Zoning Administrator Determination Letter (ZAD)","2204 Steiner Street - Rescission of NSR","Closed - Issued","Request to Release Notice of Special Restrictions - Document #2010J080583",,
"10/07/2016","2016-012980PRL","Project Light (PRL)","955 Delano","Closed","1. Remodel existing kitchen, one bathroom. Add one new bathroom and convert existing dining room into bedroom and relocate interior staircase at second floor. 2. Construct two bedroom, two full bathroom and storage at ground floor. 3. Rewire electric and lighting in existing playroom at basement level.",,
"10/07/2016","2016-012982MIS","Misc. Permits-REF (MIS)","22 Vandewater Street - Trinity Management Services","Closed - Approved","Police - Commercial Parking Garage Renewal",,
"10/07/2016","2016-012983ZAD","Zoning Administrator Determination Letter (ZAD)","3953 - 24th Street - ZAD Request","Closed - Issued","Request for a Letter of Determination",,
"10/07/2016","2016-012984MIS","Misc. Permits-REF (MIS)","2140 Taylor Street - 2140 Taylor, LLC","Closed - Approved","Police - Commercial Parking Garage Renewal",,
"10/07/2016","2016-012985MIS","Misc. Permits-REF (MIS)","888 O'Farrell Street - Trinity Towers, LP","Closed - Approved","Police - Commercial Parking Garage Renewal - Recommend approval for continuation of existing parking garage.",,
"10/07/2016","2016-012986MIS","Misc. Permits-REF (MIS)","240 Dolores Street - Trinity San Francisco, LP","Closed - Approved","Police Referral - Commercial Parking Garage Renewal: Recommend approval - Continuation of existing commercial parking garage NOT open to the public - seven parking spaces with 240 Dolores may be used for residents of 230 Dolores, per NSR X024760, dated 10/18/1974.",,
