"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"06/08/2017","2017-007211PRJ","Project Profile (PRJ)","1346 27TH AVE","Application Accepted","ADD UNIT PER ORDINANCE NO. 162-16. REVISION TO PA#201703171678 AT FIRST FLOOR. ADD NEW KITCHEN FOR NEW ACCESSORY DWELLING UNIT.",,
"06/08/2017","2017-007212ENF","Enforcement (ENF)","2465 Mission - Tower Records","Under Review","Unpermitted work, concern re: interior WPA era mural",,
"06/08/2017","2017-007213PRJ","Project Profile (PRJ)","108 MONTEREY BLVD, UNIT 3","Application Accepted","UNIT 3. ADD UNIT PER ORDINANCE NO. 162-16. SPLIT UNIT#3 INTO TWO UNITS #3 AND #4. (NEW UNIT) FOR ADDITIONAL DWELLING UNITS. 1 BEDROOM, 1 BATHROOM 108 SF ON THE THIRD FLOOR. NO NOV, COMPLAINT ONLY.",,
"06/08/2017","2017-007214PRL","Project Light (PRL)","1363 15TH AVE","Closed","Construct eight (8) foot fence in rear yard. Permitted per PCS 136(c)(19). No other work.",,
"06/08/2017","2017-007215PRJ","Project Profile (PRJ)","506 VALLEJO ST","Application Accepted","ADD GARAGE AT (E) 1ST FLOOR",,
"06/08/2017","2017-007216PRL","Project Light (PRL)","1664 WASHINGTON ST","Closed","Interior remodel of existing ground floor unit (#7). Convert back of unit to storage, provide open-space access for all units. No change in unit count, no exterior work.",,
"06/08/2017","2017-007217PRJ","Project Profile (PRJ)","141 GOUGH ST","Application Accepted","CHANGE OF USE FROM RETAIL FOOD MARKET TO CHEESE AND WINE RESTAURNAT. NO CONTRUCTION. SPACE AS IS. NO STRUCTURE CHANGE. NO EXTERIOR CHANGES.",,
"06/08/2017","2017-007218PRJ","Project Profile (PRJ)","252 16TH AVE","Application Accepted","1ST FL: DEMO(E)WALLS, FL,STORERM & BATHRM & FAMILYRM. (N)FL AREA 2ND FL: DEMO(E)WALLS,DOORS & WINDOWS. (N)WALLS, DOOR & WINDOWS TO REAR DECK. 3RD FL: DEMO(E)WALLS & DOORS. (N)WALLS,DOORS,BATHRM REMODEL. NO WORK TO STREET FRONT ELEVATION.",,
"06/08/2017","2017-007219COA","Certificate of Appropriateness (COA)","930 SCOTT ST","Pending Review","Replace all front windows.",,
"06/08/2017","2017-007219PRJ","Project Profile (PRJ)","930 SCOTT ST","Application Accepted","Replace front Marvin aluminum-wood clad windows in-kind (DH)",,
"06/08/2017","2017-007220PRJ","Project Profile (PRJ)","1355 HOLLOWAY AVE","Under Review","RESTORE FRONT FACADE TO COMPLY TO PLANNING VIOLATION CASES #2016-006683ENF & 201611004",,
"06/08/2017","2017-007221PRJ","Project Profile (PRJ)","80 ALVISO ST","Application Accepted","COMPLY WITH NOV 200878813. REMODEL INTERIOR SPACE, ADD 2 BATHS, REMODEL KITCHEN, ADD DECK ON GRADE, ADD DORMER AND CONDITION SPACE ATTIC ADD NEW GARAGE DOOR AND LAUNDRY SPACE IN BASEMENT, REPAIR STAIRS IN KIND",,
"06/08/2017","2017-007222PRL","Project Light (PRL)","2058 42ND AVE","Closed","alter existing rooms down to reate two bedrooms media room and full bath; change framing of windows and doors at ground floor rear; split upstairs bath into two.",,
"06/08/2017","2017-007223PRJ","Project Profile (PRJ)","425 21ST AVE","Application Accepted","HORIZONTAL & VERTICAL EXPANSION TO ADD ADDITIONAL FLOORS TO AN (E) 3-STORY SINGLE FAMILY HOUSE. NET INCREASE OF 1,310 SF. INTERIOR RENOVATION TO (E) STRUCTURE TO ACCOMODATE THE (N) ADDITION. REPLACE (E) ELECT,PLUMBING,MECH & WINDOWS.",,
"06/08/2017","2017-007225ETM","Environmental Time and Materials (ETM)","SFMTA - Project MOU","Open","MTA Special Work Order",,
"06/08/2017","2017-007225GEN","Generic (GEN)","SFMTA - Project MOU","Under Review","MTA Special Work Order",,
"06/08/2017","2017-007228PRL","Project Light (PRL)","155 VALMAR TER","Closed","replace two front windows and garage door within existing openings. windows to be aluminum-clad wood. two rear windows of any material.",,
"06/08/2017","2017-007229PRL","Project Light (PRL)","881 CLAYTON ST","Closed","TO CONSTRUCT ROOF DECK AT REAR OF THE BUILDING WITHIN THE BUILDABLE AREA OF THE LOT.  IT INCLUDES GLASS RAILING UP TO 42"" ABOVE ROOF LEVEL.  REPLACE TWO WINDOWS WITH TWO DOORS AT REAR FACADE OF BUILDING TO ACCESS THE NEW ROOF DECK.",,
"06/08/2017","2017-007230MIS","Misc. Permits-REF (MIS)","2255 Judah Street - One More Cup Coffee","Pending Review","Health - Limited Restaurant",,
"06/08/2017","2017-007231MIS","Misc. Permits-REF (MIS)","4605 Geary Blvd. - Gourmand","Closed - Approved","Health - General Specialty GroceryGeneral/Specialty Grocery permitted in NC-3 Zoning District as Retail Sales and Services use per PC Section 712.40.",,
"06/08/2017","2017-007232PRL","Project Light (PRL)","581 WALLER ST","Closed","Exploratory removal of shingles as per elevations to be replaced with temporary waterproof material (2017-003927COA)",,
"06/08/2017","2017-007233MIS","Misc. Permits-REF (MIS)","3516 Balboa Street - Fog Baby Cafe","Under Review","ABC - Type 41",,
"06/08/2017","2017-007234GEN","Generic (GEN)","2650-52 Hyde St","Pending Review","Immediate Disclosure Request - 2650-52 Hyde St",,
"06/08/2017","2017-007235PRL","Project Light (PRL)","410 15TH AVE","Closed","Storefront modification",,
"06/08/2017","2017-007238ENF","Enforcement (ENF)","783 Faxon Avenue","Under Review","illegal short-term rental on Airbnb - https://www.airbnb.com/rooms/2350404",,
"06/08/2017","2017-007239PRL","Project Light (PRL)","1290 BROADWAY","Closed","replace brick moulding surrounding 6 front windows, patch stucco to match. existing windows to remain.",,
"06/08/2017","2017-007240PRL","Project Light (PRL)","3876 CLAY ST","Closed","Replace exterior stucco and repair framing dry rot as needed",,
"06/08/2017","2017-007241PRL","Project Light (PRL)","1051 ALABAMA ST","Closed","TO CONSTRUCT ONE STORY STAIRS AND LANDING APPROX. 5' DEEP FROM REAR YARD AVERAGE LINE, AT REAR OF THE BUILDING.  NO FIRE WALL IS REQUIRED.",,
"06/08/2017","2017-007335GEN","Generic (GEN)","122 ARCH - 2012.1263","Under Review","RECORD REQUEST",,
"06/08/2017","2017-007364PPA","Preliminary Project Assessment (PPA)","681 FLORIDA ST","Under Review","The current property owner will demolish the existing warehouse structure, subdivide the site and transfer a portion to the City through a land dedication to facilitate the development of 130 units of affordable housing and approximately 9,140sf of arts related ground floor PDR space. The structure will be type I concrete frame with open space provided on a 3rd floor podium and on the roof.The PPA was submitted on 6/8/17 and the 90 day deadline is 9/6/17.",,
"06/07/2017","2015-010361ECE","Community Plan-Exemption/Exclusion (ECE)","606 CAPP ST","Under Review","The proposed project is to demolish the lot and construct a 40 foot tall, exclusive of elevator and stair penthouses, 16,725 square foot residential building with no parking. The project would construct 20 residential dwelling units, consisteing of 12 one-bedroom and 8 two-bedroom units.",,
"06/07/2017","2015-012490ETR","Transportation Study (ETR)","88 Bluxome Street (formerly 645 5th St)","Under Review","Demolition of existing SF Tennis Club building. Construction of new office space, with publically-accessible fitness club, retail space and underground parking / loading.",,
"06/07/2017","2017-000282COA","Certificate of Appropriateness (COA)","1020-1028 KEARNY ST","Accepted","The project sponsor proposes converting the building from office use to group housing. In addition to the 24 group housing rooms proposed, 1,575 sf of open space would be provided through two outdoor courtyards and a roof deck. The project would include a shared kitchen and dining area, as well as a shared living room.",,
"06/07/2017","2017-000282VAR","Variance (VAR)","1020-1028 KEARNY ST","Accepted","Project sponsor request Variance from rear yard requirement and dwelling unit exposure.",,
"06/07/2017","2017-006491VAR","Variance (VAR)","2859 Filbert Street","Pending Review","Variance from the rear yard set-back requirement to permit a horizontal addition at the 1st floor, replace the existing roof, all windows and doors will be replaced and remodeling of the interior space.",,
"06/07/2017","2017-007090MIS","Misc. Permits-REF (MIS)","350 Rhode Island Street - Tower Valet Parking, Inc.","Closed - Approved","Approved as a continuation of an existing nonconforming commercial parking garage use (dba Tower Valet Parking, Inc.) per PC Section 180. No enlargement or intensification of use without CU authorization.",,
"06/07/2017","2017-007091MIS","Misc. Permits-REF (MIS)","588 Brannan Street - Tower Valet Parking, Inc.","Closed - Approved","Police - Commercial Parking Lot Renewal. Approved as a continuation of existing commercial parking lot use (dba Tower Valet Parking, Inc.) per PC Section 180. Lot was formerly principally permitted under SSO zoning. Any expansion/intensification of existing lot requires CU authorization per PC Sec. 846.40.",,
"06/07/2017","2017-007092MIS","Misc. Permits-REF (MIS)","530 Broadway - Tower Valet Parking, Inc.","Closed - Approved","Police - Commercial Parking Lot Renewal",,
"06/07/2017","2017-007093MIS","Misc. Permits-REF (MIS)","901 Howard Street - Tower Valet Parking, Inc.","Closed - Approved","Police - Commercial Parking Lot Renewal",,
"06/07/2017","2017-007094MIS","Misc. Permits-REF (MIS)","221 Main Street - Tower Valeet Parking, Inc.","Closed - Approved","Police - Commercial Parking Garage Renewal",,
"06/07/2017","2017-007095PRL","Project Light (PRL)","412 JACKSON ST","Closed","Structural replacement of existing framing related to the relocation of existing structural column.",,
"06/07/2017","2017-007097PRJ","Project Profile (PRJ)","3639 20TH ST","Application Accepted","INTERIOR WORK: REMOVE (E)BEDROOM ON 1ST FLR & RELOBATE (E) BEDROOM TO BE (N) MASTER BEDROOM, BATH +LAUNDRY AT BASEMENT LEVEL. RECONFIGURE CLOSETS AT 2ND FLR FOR STRUCTURE SYSTEM UPGRADES.BATHROOM & LIVING ROOM AT ATTIC LEVEL TO ACCOMMODATE NEW ROOF DECK AT REAR. EXTERIOR WORK:REPLACEMENT OF (E)",,
"06/07/2017","2017-007099PRJ","Project Profile (PRJ)","1520 STOCKTON ST","Application Accepted","VOLUNTARY SEISMIC UPGRADE IN 6 STORY COMMERCIAL BUILDING. WORK LIMITED TO FRONT FACING FACADE",,
"06/07/2017","2017-007100PRJ","Project Profile (PRJ)","3995 ALEMANY BLVD","Application Accepted","SUITE# 4001. FOLLOW UP FOR CUA 2015/0055723. COLIN CLARK - BIKE RACK COMPLIANCE. ** MAHER: N/A **",,
"06/07/2017","2017-007102PRL","Project Light (PRL)","1750 SUTTER ST","Closed","Demo and replace 4existing deck located at the rear of the subject building - please note there are no changes proposed to the size. location or height of the deck - please note no new fire walls are being proposed as part of the approval. Notice is not required in this case per ZA bulleting no 4.EXACT REPLACEMENT4/1996: The replacement of a legally existing structure with a structure within the same envelope and locations as the structure being replaced is exempt if the demolition and reconstruction are included in the same permit or done as part of the same continuing project so that there is no significant time lapse between the demolition and reconstruction. This exemption is justified because the resulting structure would not be more obtrusive than the structure replaced. This exemption is from the Section 311 notification – not from other Code requirements. If thereplacement feature is noncomplying, surrounding owners will receive notice of thevariance hearing.No BBNs or planning code complaints.",,
"06/07/2017","2017-007104PRJ","Project Profile (PRJ)","2211 20TH AVE","Application Accepted","TO LEGALIZE GROUND FLOOR UNIT PER ORDINANCE 43-14 TO ADD A SECOND UNIT CONSIST OF KITCHE, LIVING ROOM, OFFICE, BEDROOM & BATHROOM, TO CONVERT 2ND FLOOR DINNING ROM TO LAUNDRY & HALF BATHROOM.",,
"06/07/2017","2017-007105PRL","Project Light (PRL)","1939 18th Ave","Closed","Addition of bedroom, family room, laundry & full bath on first floor. Remove interior stairs and convert to closet.  Remodel existing bath and kitchen on second floor. New skylight flush with flat roof. Replace two existing front windows with new aluminum clad sliders in same openings - no enlargement of openings. Replace six non-visible windows with vinyl. Remove rear exterior stairs.",,
"06/07/2017","2017-007106PRL","Project Light (PRL)","2585 DIAMOND ST","Closed","replace windows, doors and garage door within existing openings. double-hung and fixed aluminum-clad wood at front; any material elsewhere. New wood sectional garage door; remove permastone (applied in 1952) add vapor barrier and apply smooth stucco.",,
"06/07/2017","2017-007107PRL","Project Light (PRL)","789 PAGE ST","Closed","remove unpermitted balcony construction at rear; all units retain access to rear yard.",,
"06/07/2017","2017-007109PRJ","Project Profile (PRJ)","33 SHIELDS ST","Application Accepted","New wood deck at rear of (e) property.",,
"06/07/2017","2017-007112PRJ","Project Profile (PRJ)","59 SANTA MARINA ST","Application Accepted","BUILD DECK AND SPIRAL STAIR ON BACK OF HOUSE. INSTALL ENERGY EFFICIENT WINDOW S THROUGHOUT. REMODEL E LAUNDRY RM AT 2ND FL INTO POWDER RM. NEW CLOSET DOOR IN BEDROOM. N/A FOR MAHER ORDINANCE.",,
"06/07/2017","2017-007114PRL","Project Light (PRL)","1979 UNION ST","Closed","Request for Planning Code Compliance for outdoor seating for 6 tables and 12 chairs for dba. ""Blue Light"".",,
"06/07/2017","2017-007116PRL","Project Light (PRL)","275 Clipper St","Closed","Windows replaced in kind.",,
"06/07/2017","2017-007117COA","Certificate of Appropriateness (COA)","370 LEXINGTON ST","Pending Review","Certificate of Appropriateness: Rebuild and enlarge single story extension at rear of building.",,
"06/07/2017","2017-007117PRJ","Project Profile (PRJ)","370 LEXINGTON ST","Application Accepted","Certificate of Appropriateness: Rebuild and enlarge single story extension at rear of building.",,
"06/07/2017","2017-007117VAR","Variance (VAR)","370 LEXINGTON ST","Pending Review","Project sponsor request Variance from rear yard requirement.",,
"06/07/2017","2017-007118PRL","Project Light (PRL)","4028 18TH ST","Closed","TEAR OFF ROOF. APPLY NEW LAYER OF 30 LB ASPHALT SATURATED BASE. INSTALL COMPOSITION SHINGLE PITCH ROOF.",,
"06/07/2017","2017-007120ENV","Environmental (ENV)","SFPUC - New 24-, 8- and 4-Inch Diameter Water Mains Project in Bernal Heights","Closed - CEQA Clearance Issued","The proposed Project would install less than one mile (3,557 linear feet) of new water mains under various streets in the Bernal Heights neighborhood, including Prospect Ave., Coso Ave., Coleridge St., Fair Ave., and Mission St.",,
"06/07/2017","2017-007120ETM","Environmental Time and Materials (ETM)","SFPUC - New 24-, 8- and 4-Inch Diameter Water Mains Project in Bernal Heights","Closed - CEQA Clearance Issued","The proposed Project would install less than one mile (3,557 linear feet) of new water mains under various streets in the Bernal Heights neighborhood, including Prospect Ave., Coso Ave., Coleridge St., Fair Ave., and Mission St.",,
"06/07/2017","2017-007121MIS","Misc. Permits-REF (MIS)","22 Hawthorne Street - AT&T Mobility ROW WTS Facility","On Hold","AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFPUC Steel Light Pole.",,
